Date,Pitcher,Pitcher Team,Opposing_Pitcher,Opposing Team,Game ID
4/15/2023,Braxton Garrett,MIA,Ryne Nelson,ARI,45031-ARI-MIA
4/15/2023,Ryne Nelson,ARI,Braxton Garrett,MIA,45031-ARI-MIA
4/15/2023,Kris Bubic,KCR,Bryce Elder,ATL,45031-ATL-KCR
4/15/2023,Bryce Elder,ATL,Kris Bubic,KCR,45031-ATL-KCR
4/15/2023,Kyle Gibson,BAL,Michael Kopech,CHW,45031-BAL-CHW
4/15/2023,Michael Kopech,CHW,Kyle Gibson,BAL,45031-BAL-CHW
4/15/2023,Tyler Anderson,LAA,Nick Pivetta,BOS,45031-BOS-LAA
4/15/2023,Nick Pivetta,BOS,Tyler Anderson,LAA,45031-BOS-LAA
4/15/2023,Michael Grove,LAD,Jameson Taillon,CHC,45031-CHC-LAD
4/15/2023,Jameson Taillon,CHC,Michael Grove,LAD,45031-CHC-LAD
4/15/2023,Graham Ashcraft,CIN,Matt Strahm,PHI,45031-CIN-PHI
4/15/2023,Matt Strahm,PHI,Graham Ashcraft,CIN,45031-CIN-PHI
4/15/2023,Chad Kuhl,WSN,Zach Plesac,CLE,45031-CLE-WSN
4/15/2023,Zach Plesac,CLE,Chad Kuhl,WSN,45031-CLE-WSN
4/15/2023,Ryan Feltner,COL,George Kirby,SEA,45031-COL-SEA
4/15/2023,George Kirby,SEA,Ryan Feltner,COL,45031-COL-SEA
4/15/2023,Anthony DeSclafani,SFG,Michael Lorenzen,DET,45031-DET-SFG
4/15/2023,Michael Lorenzen,DET,Anthony DeSclafani,SFG,45031-DET-SFG
4/15/2023,Hunter Brown,HOU,Jon Gray,TEX,45031-HOU-TEX
4/15/2023,Jon Gray,TEX,Hunter Brown,HOU,45031-HOU-TEX
4/15/2023,Seth Lugo,SDP,Freddy Peralta,MIL,45031-MIL-SDP
4/15/2023,Freddy Peralta,MIL,Seth Lugo,SDP,45031-MIL-SDP
4/15/2023,Domingo Germán,NYY,Tyler Mahle,MIN,45031-MIN-NYY
4/15/2023,Tyler Mahle,MIN,Domingo Germán,NYY,45031-MIN-NYY
4/15/2023,Carlos Carrasco,NYM,Shintaro Fujinami,OAK,45031-NYM-OAK
4/15/2023,Shintaro Fujinami,OAK,Carlos Carrasco,NYM,45031-NYM-OAK
4/15/2023,Roansy Contreras,PIT,Steven Matz,STL,45031-PIT-STL
4/15/2023,Steven Matz,STL,Roansy Contreras,PIT,45031-PIT-STL
4/15/2023,Calvin Faucher,TBR,Yusei Kikuchi,TOR,45031-TBR-TOR
4/15/2023,Yusei Kikuchi,TOR,Calvin Faucher,TBR,45031-TBR-TOR
4/16/2023,Sandy Alcántara,MIA,Zac Gallen,ARI,45032-ARI-MIA
4/16/2023,Zac Gallen,ARI,Sandy Alcántara,MIA,45032-ARI-MIA
4/16/2023,Zack Greinke,KCR,Kyle Wright,ATL,45032-ATL-KCR
4/16/2023,Kyle Wright,ATL,Zack Greinke,KCR,45032-ATL-KCR
4/16/2023,Dylan Cease,CHW,Grayson Rodriguez,BAL,45032-BAL-CHW
4/16/2023,Grayson Rodriguez,BAL,Dylan Cease,CHW,45032-BAL-CHW
4/16/2023,Reid Detmers,LAA,Garrett Whitlock,BOS,45032-BOS-LAA
4/16/2023,Garrett Whitlock,BOS,Reid Detmers,LAA,45032-BOS-LAA
4/16/2023,Drew Smyly,CHC,Julio Urías,LAD,45032-CHC-LAD
4/16/2023,Julio Urías,LAD,Drew Smyly,CHC,45032-CHC-LAD
4/16/2023,Luis Cessa,CIN,Aaron Nola,PHI,45032-CIN-PHI
4/16/2023,Aaron Nola,PHI,Luis Cessa,CIN,45032-CIN-PHI
4/16/2023,Shane Bieber,CLE,Patrick Corbin,WSN,45032-CLE-WSN
4/16/2023,Patrick Corbin,WSN,Shane Bieber,CLE,45032-CLE-WSN
4/16/2023,Luis Castillo,SEA,Noah Davis,COL,45032-COL-SEA
4/16/2023,Noah Davis,COL,Luis Castillo,SEA,45032-COL-SEA
4/16/2023,Andrew Heaney,TEX,Framber Valdez,HOU,45032-HOU-TEX
4/16/2023,Framber Valdez,HOU,Andrew Heaney,TEX,45032-HOU-TEX
4/16/2023,Yu Darvish,SDP,Wade Miley,MIL,45032-MIL-SDP
4/16/2023,Wade Miley,MIL,Yu Darvish,SDP,45032-MIL-SDP
4/16/2023,Gerrit Cole,NYY,Pablo López,MIN,45032-MIN-NYY
4/16/2023,Pablo López,MIN,Gerrit Cole,NYY,45032-MIN-NYY
4/16/2023,José Buttó,NYM,JP Sears,OAK,45032-NYM-OAK
4/16/2023,JP Sears,OAK,José Buttó,NYM,45032-NYM-OAK
4/16/2023,Mitch Keller,PIT,Miles Mikolas,STL,45032-PIT-STL
4/16/2023,Miles Mikolas,STL,Mitch Keller,PIT,45032-PIT-STL
4/16/2023,Alek Manoah,TOR,Shane McClanahan,TBR,45032-TBR-TOR
4/16/2023,Shane McClanahan,TBR,Alek Manoah,TOR,45032-TBR-TOR
4/17/2023,Jack Flaherty,STL,Merrill Kelly,ARI,45033-ARI-STL
4/17/2023,Merrill Kelly,ARI,Jack Flaherty,STL,45033-ARI-STL
4/17/2023,Max Fried,ATL,Ryan Weathers,SDP,45033-ATL-SDP
4/17/2023,Ryan Weathers,SDP,Max Fried,ATL,45033-ATL-SDP
4/17/2023,Brayan Bello,BOS,Shohei Ohtani,LAA,45033-BOS-LAA
4/17/2023,Shohei Ohtani,LAA,Brayan Bello,BOS,45033-BOS-LAA
4/17/2023,Kyle Muller,OAK,Hayden Wesneski,CHC,45033-CHC-OAK
4/17/2023,Hayden Wesneski,CHC,Kyle Muller,OAK,45033-CHC-OAK
4/17/2023,Jalen Beeks,TBR,Hunter Greene,CIN,45033-CIN-TBR
4/17/2023,Hunter Greene,CIN,Jalen Beeks,TBR,45033-CIN-TBR
4/17/2023,Kyle Freeland,COL,Rich Hill,PIT,45033-COL-PIT
4/17/2023,Rich Hill,PIT,Kyle Freeland,COL,45033-COL-PIT
4/17/2023,Kevin Gausman,TOR,Cristian Javier,HOU,45033-HOU-TOR
4/17/2023,Cristian Javier,HOU,Kevin Gausman,TOR,45033-HOU-TOR
4/17/2023,Jacob deGrom,TEX,Jordan Lyles,KCR,45033-KCR-TEX
4/17/2023,Jordan Lyles,KCR,Jacob deGrom,TEX,45033-KCR-TEX
4/17/2023,Dustin May,LAD,David Peterson,NYM,45033-LAD-NYM
4/17/2023,David Peterson,NYM,Dustin May,LAD,45033-LAD-NYM
4/17/2023,Jesús Luzardo,MIA,Logan Webb,SFG,45033-MIA-SFG
4/17/2023,Logan Webb,SFG,Jesús Luzardo,MIA,45033-MIA-SFG
4/17/2023,Corbin Burnes,MIL,Chris Flexen,SEA,45033-MIL-SEA
4/17/2023,Chris Flexen,SEA,Corbin Burnes,MIL,45033-MIL-SEA
4/18/2023,Drey Jameson,ARI,Jordan Montgomery,STL,45034-ARI-STL
4/18/2023,Jordan Montgomery,STL,Drey Jameson,ARI,45034-ARI-STL
4/18/2023,Blake Snell,SDP,Spencer Strider,ATL,45034-ATL-SDP
4/18/2023,Spencer Strider,ATL,Blake Snell,SDP,45034-ATL-SDP
4/18/2023,Josiah Gray,WSN,Dean Kremer,BAL,45034-BAL-WSN
4/18/2023,Dean Kremer,BAL,Josiah Gray,WSN,45034-BAL-WSN
4/18/2023,Sonny Gray,MIN,Chris Sale,BOS,45034-BOS-MIN
4/18/2023,Chris Sale,BOS,Sonny Gray,MIN,45034-BOS-MIN
4/18/2023,Marcus Stroman,CHC,Ken Waldichuk,OAK,45034-CHC-OAK
4/18/2023,Ken Waldichuk,OAK,Marcus Stroman,CHC,45034-CHC-OAK
4/18/2023,Taj Bradley,TBR,Nick Lodolo,CIN,45034-CIN-TBR
4/18/2023,Nick Lodolo,CIN,Taj Bradley,TBR,45034-CIN-TBR
4/18/2023,José Ureña,COL,Vince Velasquez,PIT,45034-COL-PIT
4/18/2023,Vince Velasquez,PIT,José Ureña,COL,45034-COL-PIT
4/18/2023,Chris Bassitt,TOR,José Urquidy,HOU,45034-HOU-TOR
4/18/2023,José Urquidy,HOU,Chris Bassitt,TOR,45034-HOU-TOR
4/18/2023,Nathan Eovaldi,TEX,Brad Keller,KCR,45034-KCR-TEX
4/18/2023,Brad Keller,KCR,Nathan Eovaldi,TEX,45034-KCR-TEX
4/18/2023,Clarke Schmidt,NYY,José Suarez,LAA,45034-LAA-NYY
4/18/2023,José Suarez,LAA,Clarke Schmidt,NYY,45034-LAA-NYY
4/18/2023,Clayton Kershaw,LAD,Tylor Megill,NYM,45034-LAD-NYM
4/18/2023,Tylor Megill,NYM,Clayton Kershaw,LAD,45034-LAD-NYM
4/18/2023,Edward Cabrera,MIA,Alex Wood,SFG,45034-MIA-SFG
4/18/2023,Alex Wood,SFG,Edward Cabrera,MIA,45034-MIA-SFG
4/18/2023,Logan Gilbert,SEA,Colin Rea,MIL,45034-MIL-SEA
4/18/2023,Colin Rea,MIL,Logan Gilbert,SEA,45034-MIL-SEA
4/18/2023,Lance Lynn,CHW,Zack Wheeler,PHI,2023-04-18 (1)-CHW-PHI
4/18/2023,Zack Wheeler,PHI,Lance Lynn,CHW,2023-04-18 (1)-CHW-PHI
4/18/2023,Matthew Boyd,DET,Hunter Gaddis,CLE,2023-04-18 (1)-CLE-DET
4/18/2023,Hunter Gaddis,CLE,Matthew Boyd,DET,2023-04-18 (1)-CLE-DET
4/18/2023,Bailey Falter,PHI,Lucas Giolito,CHW,2023-04-18 (2)-CHW-PHI
4/18/2023,Lucas Giolito,CHW,Bailey Falter,PHI,2023-04-18 (2)-CHW-PHI
4/18/2023,Peyton Battenfield,CLE,Eduardo Rodríguez,DET,2023-04-18 (2)-CLE-DET
4/18/2023,Eduardo Rodríguez,DET,Peyton Battenfield,CLE,2023-04-18 (2)-CLE-DET
4/19/2023,Madison Bumgarner,ARI,Jake Woodford,STL,45035-ARI-STL
4/19/2023,Jake Woodford,STL,Madison Bumgarner,ARI,45035-ARI-STL
4/19/2023,Nick Martinez,SDP,Charlie Morton,ATL,45035-ATL-SDP
4/19/2023,Charlie Morton,ATL,Nick Martinez,SDP,45035-ATL-SDP
4/19/2023,Kyle Bradish,BAL,MacKenzie Gore,WSN,45035-BAL-WSN
4/19/2023,MacKenzie Gore,WSN,Kyle Bradish,BAL,45035-BAL-WSN
4/19/2023,Corey Kluber,BOS,Joe Ryan,MIN,45035-BOS-MIN
4/19/2023,Joe Ryan,MIN,Corey Kluber,BOS,45035-BOS-MIN
4/19/2023,Mason Miller,OAK,Justin Steele,CHC,45035-CHC-OAK
4/19/2023,Justin Steele,CHC,Mason Miller,OAK,45035-CHC-OAK
4/19/2023,Mike Clevinger,CHW,Taijuan Walker,PHI,45035-CHW-PHI
4/19/2023,Taijuan Walker,PHI,Mike Clevinger,CHW,45035-CHW-PHI
4/19/2023,Drew Rasmussen,TBR,Levi Stoudt,CIN,45035-CIN-TBR
4/19/2023,Levi Stoudt,CIN,Drew Rasmussen,TBR,45035-CIN-TBR
4/19/2023,Cal Quantrill,CLE,Spencer Turnbull,DET,45035-CLE-DET
4/19/2023,Spencer Turnbull,DET,Cal Quantrill,CLE,45035-CLE-DET
4/19/2023,Austin Gomber,COL,Johan Oviedo,PIT,45035-COL-PIT
4/19/2023,Johan Oviedo,PIT,Austin Gomber,COL,45035-COL-PIT
4/19/2023,José Berríos,TOR,Luis Garcia Jr.,HOU,45035-HOU-TOR
4/19/2023,Luis Garcia Jr.,HOU,José Berríos,TOR,45035-HOU-TOR
4/19/2023,Martín Pérez,TEX,Brady Singer,KCR,45035-KCR-TEX
4/19/2023,Brady Singer,KCR,Martín Pérez,TEX,45035-KCR-TEX
4/19/2023,Jhony Brito,NYY,Griffin Canning,LAA,45035-LAA-NYY
4/19/2023,Griffin Canning,LAA,Jhony Brito,NYY,45035-LAA-NYY
4/19/2023,Max Scherzer,NYM,Noah Syndergaard,LAD,45035-LAD-NYM
4/19/2023,Noah Syndergaard,LAD,Max Scherzer,NYM,45035-LAD-NYM
4/19/2023,Alex Cobb,SFG,Trevor Rogers,MIA,45035-MIA-SFG
4/19/2023,Trevor Rogers,MIA,Alex Cobb,SFG,45035-MIA-SFG
4/19/2023,Marco Gonzales,SEA,Eric Lauer,MIL,45035-MIL-SEA
4/19/2023,Eric Lauer,MIL,Marco Gonzales,SEA,45035-MIL-SEA
4/20/2023,Ryne Nelson,ARI,Michael Wacha,SDP,45036-ARI-SDP
4/20/2023,Michael Wacha,SDP,Ryne Nelson,ARI,45036-ARI-SDP
4/20/2023,Tanner Houck,BOS,Kenta Maeda,MIN,45036-BOS-MIN
4/20/2023,Kenta Maeda,MIN,Tanner Houck,BOS,45036-BOS-MIN
4/20/2023,Javier Assad,CHC,Michael Grove,LAD,45036-CHC-LAD
4/20/2023,Michael Grove,LAD,Javier Assad,CHC,45036-CHC-LAD
4/20/2023,Roansy Contreras,PIT,Luke Weaver,CIN,45036-CIN-PIT
4/20/2023,Luke Weaver,CIN,Roansy Contreras,PIT,45036-CIN-PIT
4/20/2023,Ryan Feltner,COL,Matt Strahm,PHI,45036-COL-PHI
4/20/2023,Matt Strahm,PHI,Ryan Feltner,COL,45036-COL-PHI
4/20/2023,Nestor Cortes,NYY,Patrick Sandoval,LAA,45036-LAA-NYY
4/20/2023,Patrick Sandoval,LAA,Nestor Cortes,NYY,45036-LAA-NYY
4/20/2023,Sean Manaea,SFG,Kodai Senga,NYM,45036-NYM-SFG
4/20/2023,Kodai Senga,NYM,Sean Manaea,SFG,45036-NYM-SFG
4/21/2023,Zac Gallen,ARI,Seth Lugo,SDP,45037-ARI-SDP
4/21/2023,Seth Lugo,SDP,Zac Gallen,ARI,45037-ARI-SDP
4/21/2023,Hunter Brown,HOU,Bryce Elder,ATL,45037-ATL-HOU
4/21/2023,Bryce Elder,ATL,Hunter Brown,HOU,45037-ATL-HOU
4/21/2023,Michael Lorenzen,DET,Tyler Wells,BAL,45037-BAL-DET
4/21/2023,Tyler Wells,BAL,Michael Lorenzen,DET,45037-BAL-DET
4/21/2023,Freddy Peralta,MIL,Nick Pivetta,BOS,45037-BOS-MIL
4/21/2023,Nick Pivetta,BOS,Freddy Peralta,MIL,45037-BOS-MIL
4/21/2023,Drew Smyly,CHC,Julio Urías,LAD,45037-CHC-LAD
4/21/2023,Julio Urías,LAD,Drew Smyly,CHC,45037-CHC-LAD
4/21/2023,Calvin Faucher,TBR,Michael Kopech,CHW,45037-CHW-TBR
4/21/2023,Michael Kopech,CHW,Calvin Faucher,TBR,45037-CHW-TBR
4/21/2023,Graham Ashcraft,CIN,Mitch Keller,PIT,45037-CIN-PIT
4/21/2023,Mitch Keller,PIT,Graham Ashcraft,CIN,45037-CIN-PIT
4/21/2023,Noah Davis,COL,Aaron Nola,PHI,45037-COL-PHI
4/21/2023,Aaron Nola,PHI,Noah Davis,COL,45037-COL-PHI
4/21/2023,Taylor Clarke,KCR,Shohei Ohtani,LAA,45037-KCR-LAA
4/21/2023,Shohei Ohtani,LAA,Taylor Clarke,KCR,45037-KCR-LAA
4/21/2023,Tyler Mahle,MIN,Trevor Williams,WSN,45037-MIN-WSN
4/21/2023,Trevor Williams,WSN,Tyler Mahle,MIN,45037-MIN-WSN
4/21/2023,Anthony DeSclafani,SFG,Joey Lucchesi,NYM,45037-NYM-SFG
4/21/2023,Joey Lucchesi,NYM,Anthony DeSclafani,SFG,45037-NYM-SFG
4/21/2023,Domingo Germán,NYY,Yusei Kikuchi,TOR,45037-NYY-TOR
4/21/2023,Yusei Kikuchi,TOR,Domingo Germán,NYY,45037-NYY-TOR
4/21/2023,Jon Gray,TEX,JP Sears,OAK,45037-OAK-TEX
4/21/2023,JP Sears,OAK,Jon Gray,TEX,45037-OAK-TEX
4/21/2023,George Kirby,SEA,Steven Matz,STL,45037-SEA-STL
4/21/2023,Steven Matz,STL,George Kirby,SEA,45037-SEA-STL
